"text","risk_level","clause_type","one_sided","jurisdiction","contract_type","notes"
"Notwithstanding any other provision, good faith negotiation shall be a condition precedent to arbitration; parties shall negotiate for 30 days before initiating formal proceedings.","low","dispute","false","ZW","bespoke","Negotiation condition precedent; promotes amicable resolution before formal proceedings."
"The Project Manager may instruct the Contractor to stop or not start any work without giving a reason, and no compensation event arises from such instruction.","high","variation","true","UK","NEC4","Removal of compensation event for stop/start instructions; contractor bears cost of downtime."
"Without limiting the generality of the foregoing, practical Completion shall not be certified unless all snagging items and outstanding works have been fully completed to the Employer's Agent's absolute satisfaction.","high","delay","true","UK","JCT","Subjective practical completion test prevents contractor triggering LAD stop; unlimited retention period."
"Notwithstanding any other provision, the Contract shall be governed by the law of Zimbabwe and any disputes shall be subject to the jurisdiction of Zimbabwean courts.","low","administrative","false","ZW","bespoke","Governing law and jurisdiction; standard for Zimbabwe contracts."
"It is hereby agreed that the Contractor shall keep a daily site diary recording weather conditions, labour strength, materials received and work carried out.","low","administrative","false","ZW","bespoke","Site record-keeping obligation; standard practice."
"For the avoidance of doubt, no interim payment shall be due to the Contractor until the Employer has received and verified the Contractor's application; the Employer shall have 60 days to make such verification.","high","payment","true","UK","JCT","Verification period far exceeds HGCRA requirements; effectively extends payment cycle to 75+ days."
"CLAUSE 3 – THE ENGINEER","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"SECTION 3 – CONTROL OF THE WORKS","neutral","administrative","false","UK","JCT","Contract section heading."
"Where the Contractor submits a payment application that the Employer considers to be exaggerated, the Employer may reduce all future applications by 20% as a penalty.","high","payment","true","UK","JCT","Punitive 20% reduction on future applications; disproportionate response to disputed valuations."
"Notwithstanding any other provision, where the Contractor fails to notify a compensation event within 8 weeks, the Contractor loses entitlement to any time or cost adjustment arising from that event.","high","delay","true","UK","NEC4","8-week notification bar is strict; permanent loss of entitlement is a significant risk."
"In accordance with industry practice, the Employer may terminate this Contract at any time without cause or notice, and the Contractor shall have no claim for loss of profit, overhead recovery or any other damages arising from such termination.","high","termination","true","ZW","bespoke","At-will termination without compensation; contractor loses all anticipated returns on investment."
"Without limiting the generality of the foregoing, the Contractor shall maintain and operate a complaints handling procedure for affected community members throughout the Contract Period.","medium","regulatory","false","ZW","bespoke","Community engagement obligation; increasingly common on Zimbabwe infrastructure contracts."
"Subject to the terms of this Contract, the Employer may instruct the Contractor to submit a revised quotation if the Project Manager considers the original quotation unreasonable, and the Project Manager's assessment shall be final.","high","variation","true","UK","NEC4","PM's assessment of CE is final; removes contractor's ability to challenge valuation."
"The parties agree that the Project Manager notifies the Contractor of each Defect as soon as he finds it.","low","warranty","false","UK","NEC4","PM's notification obligation; balanced duty."
"For the avoidance of doubt, the Contractor shall complete the Works within the time stated even if access, materials or instructions are delayed; no extension of time shall be granted for any cause whatsoever.","high","delay","true","ZW","bespoke","Absolute completion obligation with no EOT; imposes strict liability for delays not within contractor's control."
"Without limiting the generality of the foregoing, the Employer may deduct the cost of rectifying any defect from amounts otherwise due to the Contractor without first notifying the Contractor or giving it an opportunity to rectify.","high","warranty","true","ZW","bespoke","Deduction without notice or opportunity to cure; denies contractor natural justice."
"SECTION 9 – TERMINATION","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"For the avoidance of doubt, the Sub-Contractor shall not be entitled to payment for variations unless a signed Variation Order is produced prior to commencing the varied work; verbal instructions shall not create payment entitlement.","high","variation","true","ZW","bespoke","Pre-variation-order condition precedent; practical impossibility on live construction sites denies contractors legitimate claims."
"SECTION 6 – COMPENSATION EVENTS","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"PART I – GENERAL CONDITIONS","neutral","administrative","false","ZW","FIDIC","FIDIC structure heading."
"CLAUSE 20 – EMPLOYER'S AND CONTRACTOR'S CLAIMS","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"This contract is a NEC4 Engineering and Construction Contract.","neutral","administrative","false","UK","NEC4","Contract identification clause."
"It is hereby agreed that the Contractor shall comply with all applicable laws and regulations in carrying out the Works.","low","regulatory","false","UK","JCT","General compliance obligation; standard and uncontroversial."
"'Defects Notification Period' means the period for notifying defects in the Works or a Section as stated in the Contract Data.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC DNP definition."
"Subject to the terms of this Contract, the Contractor warrants that the completed Works will achieve the energy performance rating specified in the Employer's Requirements.","medium","warranty","true","UK","JCT","Performance warranty; creates ongoing liability if building underperforms."
"The parties agree that the Contractor shall comply with the Employer's Health, Safety and Environment policy as issued and updated from time to time.","low","regulatory","false","ZW","bespoke","HSE policy compliance obligation; standard."
"For the avoidance of doubt, any extension of time application by the Contractor must be made within 7 days of the occurrence of the relevant event, failing which the Contractor shall be deemed to have waived its entitlement.","high","delay","true","UK","JCT","Extremely short notice period; strict waiver provision with no discretion for Engineer/Architect."
"For the avoidance of doubt, the Contractor's liability for latent defects shall survive the Defects Certificate and continue for 6 years from the date of Practical Completion.","medium","warranty","false","UK","JCT","Latent defect liability period; standard under Limitation Act 1980."
"CLAUSE 2 – THE EMPLOYER","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"The Contractor shall provide a retention bond and a performance bond each equal to 15% of the Contract Price, totalling 20% of the Contract Price, within 7 days of award.","high","administrative","true","ZW","bespoke","Excessive bonding requirement of 20% combined; significant liquidity burden on contractor."
"SECTION 5 – VARIATIONS","neutral","administrative","false","UK","JCT","Contract section heading."
"In accordance with industry practice, either party may apply to the High Court of Zimbabwe for urgent interim relief pending arbitration.","low","dispute","false","ZW","bespoke","Preservation of urgent court relief; balanced dispute mechanism."
"Subject to the terms of this Contract, the Defects Liability Period shall be 12 months from the date of Practical Completion during which the Contractor shall rectify defects notified by the Employer within 21 days.","medium","warranty","false","UK","JCT","Standard DLP provision; 21-day notice-to-rectify window is reasonable."
"The parties agree that all cement, steel, bitumen and other principal materials shall be sourced from Zimbabwean manufacturers where available and comparable in quality and price.","medium","variation","false","ZW","bespoke","Local sourcing preference; may restrict contractor's supply chain and increase material risk."
"This Contract may be executed in counterparts, each of which when executed shall constitute an original.","neutral","administrative","false","UK","JCT","Counterparts execution; standard administrative provision."
"Subject to the terms of this Contract, the Employer shall provide the Site to the Contractor on or before the Commencement Date.","low","administrative","false","ZW","FIDIC","Standard FIDIC site possession obligation; employer duty."
"SIGNED for and on behalf of THE CONTRACTOR by a duly authorised representative:","neutral","administrative","false","ZW","bespoke","Execution signature block."
"In accordance with industry practice, after the Taking-Over Certificate is issued, risk of loss or damage to the Works shall pass to the Employer.","low","indemnity","false","ZW","FIDIC","Risk transfer on taking-over; standard FIDIC risk allocation."
"For the avoidance of doubt, the Employer and the Contractor shall act in a spirit of mutual trust and co-operation.","low","administrative","false","UK","NEC4","Core NEC4 collaboration obligation; aspirational but fundamental."
"It is hereby agreed that the Contractor shall take full responsibility for the adequacy, stability and safety of all site operations.","low","indemnity","false","ZW","FIDIC","Safety responsibility; fundamental contractor duty."
"It is hereby agreed that the Project Manager may give an instruction to stop or not start any work for safety or other urgent reason.","medium","variation","false","UK","NEC4","Stop work instruction with underlying CE entitlement for contractor."
"CLAUSE 2 – THE EMPLOYER","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"The Employer shall make an Advance Payment of 12.5% of the Accepted Contract Amount within 21 days of receipt of the Performance Security.","medium","payment","false","ZW","FIDIC","FIDIC advance payment at 10%; standard and contractor-supportive."
"The parties agree that the Contractor accepts no warranty liability for defects arising from the Employer's design or specification.","opportunity","warranty","false","UK","JCT","Design warranty carve-out for employer-provided design; fair on contractor."
"The Contractor shall give a Notice of Claim as soon as practicable and in any event within 7 days of the event or circumstance first arising.","medium","delay","false","ZW","FIDIC","28-day CE notification obligation; standard FIDIC time bar."
"Without limiting the generality of the foregoing, the Employer may instruct the Contractor to accelerate the programme; the Contractor shall comply and any claim for acceleration costs shall be submitted within 7 days of the instruction.","high","delay","true","UK","JCT","7-day acceleration claim window is impractical; employer can demand acceleration without pre-agreeing cost."
"Subject to the terms of this Contract, if the Contractor fails to comply with a Time for Completion, the Employer may after notice reduce the Performance Security proportionally.","medium","delay","true","ZW","FIDIC","Bond reduction on delay; some risk but subject to notice and proportionality."
"Without limiting the generality of the foregoing, payment of the Contract Sum shall be 50% in United States Dollars and 50% in Zimbabwe Gold (ZiG) at the official exchange rate published by RBZ on the payment date.","medium","payment","false","ZW","bespoke","Dual-currency payment mechanism; reflects Zimbabwe's multi-currency environment; ZiG portion carries exchange rate risk."
"Subject to the terms of this Contract, the Contractor shall be liable for consequential, indirect and economic loss suffered by the Employer arising out of any breach, delay or defect, without financial cap.","high","indemnity","true","UK","JCT","Uncapped consequential loss liability is commercially unacceptable and uninsurable."
"Without limiting the generality of the foregoing, the Employer shall provide the Contractor with access to borehole water on site at no charge for construction use.","low","site_conditions","false","ZW","bespoke","Employer-provided site water; reduces contractor's site overhead."
"SECTION 4: CONTRACT PRICE AND PAYMENT","neutral","administrative","false","ZW","bespoke","Payment section heading."
"CLAUSE 14 – CONTRACT PRICE AND PAYMENT","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"Without limiting the generality of the foregoing, the Contractor shall submit a programme to the Project Manager within 21 days of Contract Date; failure to submit an accepted programme means that 25% of all sums otherwise due to the Contractor shall be retained.","high","delay","true","UK","NEC4","Punitive 25% payment withholding for programme failure; unusually aggressive sanction."
"SPECIAL CONDITIONS OF CONTRACT","neutral","administrative","false","ZW","bespoke","Document heading; modifications to general conditions."
"Without limiting the generality of the foregoing, the Employer may deduct from any sum due to the Contractor any amount the Employer considers due from the Contractor under or in connection with the Contract, whether or not such amount has been ascertained.","high","payment","true","UK","JCT","Unrestricted set-off right without requirement for formal notice or ascertainment; exposes contractor to arbitrary deductions."
"Without limiting the generality of the foregoing, the Project Manager notifies the Contractor of each Defect as soon as he finds it.","low","warranty","false","UK","NEC4","PM's notification obligation; balanced duty."
"SECTION 7 – TITLE","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"For the avoidance of doubt, if the Contractor fails to comply with a Time for Completion, the Employer may after notice reduce the Performance Security proportionally.","medium","delay","true","ZW","FIDIC","Bond reduction on delay; some risk but subject to notice and proportionality."
"'Base Date' means the date 21 days before the latest date for submission of the Tender.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC Base Date definition; triggers change-in-law risk allocation."
"Without limiting the generality of the foregoing, the Contractor shall not be entitled to any extension of time or additional payment for delays caused by shortage of materials, foreign currency unavailability, or import permit delays.","high","delay","true","ZW","bespoke","Risk of Zimbabwe-specific disruptions (forex, import permits) fully on contractor; foreseeable sovereign risk excluded."
"Subject to the terms of this Contract, the Employer's Agent may issue instructions requiring the Contractor to open up work for inspection; where the work is found to be in accordance with the Contract, the cost shall be added to the Contract Sum.","medium","variation","false","UK","JCT","Cost recovery mechanism for compliant open-up is fair; risk of disruption remains."
"The parties agree that the Contractor and Project Manager attend each early warning meeting.","low","administrative","false","UK","NEC4","Risk register and EW meeting attendance; collaborative and standard."
"Without limiting the generality of the foregoing, on termination by the Contractor for Employer default, the Contractor shall be entitled to recover its costs, loss of profit on the remaining Works, and reasonable demobilisation costs.","opportunity","termination","false","UK","JCT","Full termination entitlement for contractor on employer default; standard JCT 8.9 protection."
"Notwithstanding any other provision, the Contractor shall bear the cost of all power, water, telecommunications and site services throughout the Contract Period; no allowance has been made in the Contract Sum.","high","site_conditions","true","ZW","bespoke","Undisclosed service costs to be borne by contractor; creates hidden financial risk."
"It is hereby agreed that the Employer and the Contractor shall act in a spirit of mutual trust and co-operation.","low","administrative","false","UK","NEC4","Core NEC4 collaboration obligation; aspirational but fundamental."
"It is hereby agreed that arbitration shall be conducted under the Zimbabwe Arbitration Act [Chapter 7:15] and the rules of the Arbitration Foundation of Southern Africa (AFSA).","low","dispute","false","ZW","bespoke","Zimbabwe arbitration framework; appropriate institutional rules for regional commercial disputes."
"'Time for Completion' means the time for completing the Works or a Section as stated in the Contract Data, adjusted under Sub-Clause 8.5.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC completion time definition."
"It is hereby agreed that the Contractor shall ensure that all waste generated during the Works is disposed of in accordance with EMA regulations.","low","regulatory","false","ZW","bespoke","Waste disposal obligation; EMA compliance standard."
"For the avoidance of doubt, the final account shall be settled within 180 days of the issue of the Defects Certificate; any disputed items shall be referred to adjudication.","medium","payment","false","UK","JCT","180-day final account settlement with adjudication backstop; reasonable overall."
"'Defects Liability Period' means the period of 12 months following Practical Completion during which the Contractor is liable to rectify defects.","neutral","administrative","false","ZW","bespoke","Standard DLP definition."
"For the avoidance of doubt, the Contractor shall not be entitled to any additional payment for compliance with any new law, regulation or standard enacted after the Contract Date.","high","regulatory","true","ZW","bespoke","Full post-contract regulatory risk on contractor; particularly dangerous in Zimbabwe's evolving regulatory environment."
"'Defined Cost' means the amounts calculated by applying the Schedule of Cost Components or Shorter Schedule of Cost Components.","neutral","administrative","false","UK","NEC4","Standard NEC4 cost definition."
"It is hereby agreed that the Employer shall have the right to vary the scope of Works by up to 50% without any adjustment to the unit rates or time for completion.","high","variation","true","ZW","bespoke","50% scope variation without rate adjustment; contractor's preliminaries and profit margin severely eroded on major omissions."
"Subject to the terms of this Contract, the Engineer shall respond to the Contractor's claim within 42 days of receiving the fully detailed claim; failure to respond shall be deemed a rejection.","medium","delay","false","ZW","FIDIC","FIDIC 2017 Clause 20.2.5 response period; deemed rejection protects contractor's programme certainty."
"Notwithstanding any other provision, where the Employer terminates for convenience, the Contractor is entitled to Defined Cost of work done, profit on work done, and a fee for breaking subcontracts.","opportunity","termination","false","UK","NEC4","Termination for convenience with full cost recovery including profit; standard NEC4 R21 entitlement."
"Subject to the terms of this Contract, the Employer shall pay the Contract Price in the currency or currencies stated in the Contract Data.","low","payment","false","ZW","bespoke","Currency of payment clause; basic obligation."
"SPECIAL CONDITIONS OF CONTRACT","neutral","administrative","false","ZW","bespoke","Document heading; modifications to general conditions."
"For the avoidance of doubt, the Engineer shall act neutrally between the parties in all matters under this Contract.","low","administrative","false","ZW","FIDIC","FIDIC 2017 engineer neutrality obligation; fundamental balanced provision."
"In accordance with industry practice, the Contract shall be governed by the law of Zimbabwe and any disputes shall be subject to the jurisdiction of Zimbabwean courts.","low","administrative","false","ZW","bespoke","Governing law and jurisdiction; standard for Zimbabwe contracts."
"The parties agree that the Contractor shall be entitled to claim direct loss and expense for any act, omission or default of the Employer or Employer's Agent that causes disruption to the Works.","opportunity","delay","false","UK","JCT","Broad disruption claim entitlement covering employer defaults; protects contractor's commercial position."
"Notwithstanding any other provision, the Contractor shall keep a daily site diary recording weather conditions, labour strength, materials received and work carried out.","low","administrative","false","ZW","bespoke","Site record-keeping obligation; standard practice."
"In accordance with industry practice, the Contractor is entitled to additional Cost if it encounters physical conditions which could not have been foreseen by an experienced contractor.","opportunity","site_conditions","false","ZW","FIDIC","Unforeseeable physical conditions relief; standard FIDIC 4.12 protection."
"For the avoidance of doubt, the Contractor shall provide and maintain adequate lighting on the Site during working hours.","low","site_conditions","false","UK","JCT","Standard site obligation; low risk."
"It is hereby agreed that the Contractor shall comply with all applicable laws and regulations in carrying out the Works.","low","regulatory","false","UK","JCT","General compliance obligation; standard and uncontroversial."
"In accordance with industry practice, the Contractor shall correct all Defects within 7 days of notification regardless of their nature or complexity, failing which the Employer may employ others and recover the cost plus 50%.","high","warranty","true","UK","NEC4","Impossibly short defect correction window with punitive 50% premium recovery."
"The parties agree that the Contractor accepts the risk of any event which the Contractor could have foreseen at the Contract Date and which affects the Contractor's ability to Provide the Works.","high","site_conditions","true","UK","NEC4","Ouster of compensation events for foreseeable risk; broad contractor risk assumption."
"Notwithstanding any other provision, if the Contractor becomes insolvent, the Employer shall have the right to complete the Works using the Contractor's workforce and equipment without further payment.","high","termination","true","UK","JCT","Employer's step-in right using contractor's resources without additional payment; commercially punitive."
"Subject to the terms of this Contract, a Defect is a part of the works which is not in accordance with the Scope.","low","warranty","false","UK","NEC4","Standard definition of defect."
"For the avoidance of doubt, the Contractor shall maintain and operate a complaints handling procedure for affected community members throughout the Contract Period.","medium","regulatory","false","ZW","bespoke","Community engagement obligation; increasingly common on Zimbabwe infrastructure contracts."
"It is hereby agreed that the Employer may withhold any amount due to the Contractor pending settlement of any claim by the Employer, whether or not such claim is disputed or related to the current Works.","high","payment","true","ZW","bespoke","Unrestricted withholding right; allows employer to use unrelated claims to delay payment indefinitely."
"For the avoidance of doubt, the Contractor shall be entitled to an extension of time and additional cost for delays caused by unavailability of foreign currency for imported materials, provided such unavailability is documented by a bank.","opportunity","force_majeure","false","ZW","bespoke","Forex-induced delay recognised as relief event; critical protection in Zimbabwe's USD-constrained environment."
"SECTION 6: VARIATIONS","neutral","administrative","false","ZW","bespoke","Variations section heading."
"Notwithstanding any other provision, provisional sums included in the Contract Bills shall only be expended on the written instruction of the Employer's Representative.","medium","payment","false","ZW","bespoke","Provisional sum control mechanism; standard QS practice."
"It is hereby agreed that force majeure shall not excuse the Contractor from any obligation under this Contract, including payment of liquidated damages during periods of force majeure.","high","force_majeure","true","UK","JCT","Force majeure excluded as a relief mechanism; contractor remains liable for LADs during force majeure events."
"CLAUSE 8 – COMMENCEMENT, DELAYS AND SUSPENSION","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"The parties shall attempt to resolve any dispute by negotiation within 7 days of written notice of the dispute.","low","dispute","false","UK","JCT","Negotiation first step is standard and commercially sensible."
"In accordance with industry practice, where the Project Manager gives an instruction changing the Scope after the Contract Date, all additional Defined Cost and time is recoverable as a compensation event.","opportunity","variation","false","UK","NEC4","Full cost and time recovery on scope change CE; standard NEC4 protection."
"'Practical Completion' means the stage at which the Works are sufficiently complete to be used for their intended purpose, as certified by the Employer's Representative.","neutral","administrative","false","ZW","bespoke","Standard practical completion definition for Zimbabwe contracts."
"Notwithstanding any other provision, the Contractor shall not be entitled to any additional payment or extension of time arising from any ground conditions, howsoever arising, whether foreseeable or unforeseeable.","high","site_conditions","true","UK","JCT","Full unforeseeable ground risk passed to contractor without any site investigation warranty from employer."
"'Relevant Event' means any of the events listed in clause 2.29 of these Conditions.","neutral","administrative","false","UK","JCT","Cross-reference definition; no risk allocation."
"In accordance with industry practice, the Contractor shall give notice of a force majeure event within 14 days of its commencement; failure to give notice within this period shall disentitle the Contractor from any relief.","medium","force_majeure","true","UK","JCT","14-day FM notice as condition precedent; strict but proportionate."
"Without limiting the generality of the foregoing, the Contractor shall repay all amounts received under interim certificates if the final account shows the total certified was overpaid, with interest at 8% above base rate.","high","payment","true","UK","JCT","Retroactive overpayment recovery with punitive interest; creates cash flow uncertainty throughout project."
"In accordance with industry practice, any claim not submitted within 14 days of the cause of action arising is time-barred and shall not be considered.","high","delay","true","ZW","bespoke","14-day claim bar is impractically short; causes loss of legitimate claims on complex projects."
"Without limiting the generality of the foregoing, the Employer's Representative may attend any site operations, tests or inspections at any time without prior notice.","low","administrative","false","ZW","bespoke","Access right for employer's representative; standard."
"6. LIABILITY TO TAX","neutral","administrative","false","ZW","bespoke","Heading or procedural clause; no material risk allocation."
"CLAUSE 1 – GENERAL PROVISIONS","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"SECTION 5 – PAYMENT","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"The Contractor is to provide the Project Manager with a first programme showing the information required by this Contract.","low","delay","false","UK","NEC4","Programme provision obligation; standard."
"Notwithstanding any other provision, the Contractor retains ownership of its Equipment and Plant brought onto Site until the Contract is terminated or the items are removed.","opportunity","payment","true","UK","NEC4","Retention of title for contractor's equipment; protects assets on employer insolvency."
"The Contractor shall pay all employees a minimum wage not less than the applicable ZITS/ZCEA minimum wage for the construction sector.","low","regulatory","false","ZW","bespoke","Labour law compliance; Zimbabwe Construction Industry Federation wage requirement."
"In accordance with industry practice, the Contractor shall be liable for delay damages at the stated rate from the scheduled Completion Date, whether or not the delay was caused partly by the Employer.","high","delay","true","ZW","FIDIC","LADs run even where employer is partly responsible; no concurrent delay apportionment."
"Period of Maintenance of Sub-Contract Works: 365 days.","low","site_conditions","false","ZW","bespoke",""
"The parties agree that any claim for additional payment which is not supported by contemporary records shall be rejected by the Engineer.","high","payment","true","ZW","FIDIC","Contemporary records as condition precedent; records often not maintained adequately on site."
"For the avoidance of doubt, the Contractor shall comply with the Employer's site rules and environmental management plan as updated from time to time during the Contract Period.","medium","regulatory","false","UK","JCT","Compliance with evolving site rules creates some uncertainty but is standard on managed sites."
"The Contractor shall provide all Equipment and Temporary Works needed for execution of the Works.","low","administrative","false","ZW","FIDIC","Equipment provision obligation; standard."
"Without limiting the generality of the foregoing, the Contractor corrects notified Defects before the defect correction date.","low","warranty","false","UK","NEC4","Standard defect correction obligation; reasonable timeframe."
"It is hereby agreed that the Contractor warrants that it has independently investigated all site conditions, surrounding infrastructure and sub-surface geology, and accepts all risk therefrom without any entitlement to additional payment.","high","site_conditions","true","ZW","bespoke","Full unforeseeable ground risk on contractor; removes employer's implied obligation to disclose site information."
"Without limiting the generality of the foregoing, the Contractor shall comply with all ZESA regulations regarding electrical installations and shall obtain ZESA certification before energising any electrical systems.","low","regulatory","false","ZW","bespoke","Standard regulatory compliance obligation; Zimbabwe ZESA requirement."
"GENERAL CONDITIONS OF CONTRACT","neutral","administrative","false","ZW","bespoke","Document heading."
"Subject to the terms of this Contract, the Contractor is entitled to a prevention event compensation where the event stops the Contractor completing the works and neither party could have prevented it.","opportunity","force_majeure","false","UK","NEC4","Prevention event CE; contractor recovers time and cost for unforeseeable force majeure events."
"CLAUSE 3 – THE ENGINEER","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"The Contractor shall not suspend work for non-payment unless it has given 21 days' prior written notice and obtained a court order confirming the sum is due.","high","payment","true","UK","JCT","Effectively removes contractor's statutory suspension right under HGCRA by imposing impractical preconditions."
"It is hereby agreed that the Contractor shall maintain professional indemnity insurance in the sum of USD 500,000 for 6 years following Practical Completion.","medium","indemnity","false","ZW","bespoke","PI insurance obligation post-completion; standard on design-and-build contracts."
"In accordance with industry practice, the Contractor shall maintain public roads used by construction traffic in a clean and tidy condition at all times.","low","regulatory","false","ZW","bespoke","Road maintenance obligation; standard and reasonable."
"SECTION 9 – TERMINATION","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"It is hereby agreed that if the Project Manager does not assess a compensation event within the time allowed, the Contractor's quotation is treated as accepted.","opportunity","variation","true","UK","NEC4","Deemed acceptance of contractor's CE quotation on PM inaction; contractor-favourable mechanism."
"CONTRACT DATA PART 2 – DATA PROVIDED BY THE CONTRACTOR","neutral","administrative","false","UK","NEC4","Standard NEC4 document heading."
"It is hereby agreed that all Contractor's Equipment brought to Site shall be deemed to be exclusively intended for use on the Works and shall not be removed without the Engineer's consent.","high","payment","true","ZW","FIDIC","Deemed vesting of contractor's equipment; exposes contractor to loss on employer insolvency."
"Without limiting the generality of the foregoing, after the Taking-Over Certificate is issued, risk of loss or damage to the Works shall pass to the Employer.","low","indemnity","false","ZW","FIDIC","Risk transfer on taking-over; standard FIDIC risk allocation."
"Notwithstanding any other provision, disputes shall be referred to a Dispute Adjudication Board constituted in terms of FIDIC where the Contract is administered under FIDIC, or to the AFCCA in other cases.","medium","dispute","false","ZW","bespoke","Tiered dispute resolution; appropriate for Zimbabwe construction disputes."
"SECTION 3 – TIME","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"In accordance with industry practice, where the Employer fails to provide something they are to provide by the date stated, the Contractor is entitled to a compensation event for delay and additional cost.","opportunity","delay","false","UK","NEC4","Employer supply chain risk passed back to employer; contractor protected for late employer-furnished items."
"Notwithstanding any other provision, all disputes shall be resolved by a sole arbitrator appointed by the Employer; the Employer's selection shall be final and not subject to challenge.","high","dispute","true","ZW","bespoke","Employer-appointed sole arbitrator; fundamentally compromises independence of arbitration."
"Subject to the terms of this Contract, the Contractor shall take out and maintain Contractors All Risks insurance in the joint names of the Employer and Contractor for the full reinstatement value of the Works.","medium","indemnity","false","UK","JCT","Standard insurance requirement; risk allocation is balanced."
"SECTION 3 – TIME","neutral","administrative","false","UK","NEC4","NEC4 section heading."
"It is hereby agreed that the Contractor shall complete the Works and all snagging within the Defects Liability Period without any entitlement to prolongation costs or disruption claims.","high","delay","true","UK","JCT","Contractor bears full prolongation and disruption costs even where caused by employer actions."
"The parties agree that the Contractor shall pay all employees a minimum wage not less than the applicable ZITS/ZCEA minimum wage for the construction sector.","low","regulatory","false","ZW","bespoke","Labour law compliance; Zimbabwe Construction Industry Federation wage requirement."
"Subject to the terms of this Contract, the Project Manager may give an instruction to stop or not start any work for safety or other urgent reason.","medium","variation","false","UK","NEC4","Stop work instruction with underlying CE entitlement for contractor."
"It is hereby agreed that any payment certified by the Quantity Surveyor shall be subject to the Employer's approval before becoming due; the Employer may reduce the certified amount without limitation.","high","payment","true","ZW","bespoke","Employer veto over QS certification; undermines independence of certification process."
"The parties agree that where the Employer fails to certify payment within the prescribed period, the Contractor shall be entitled to suspend the Works after giving 7 days' written notice.","opportunity","payment","false","ZW","bespoke","Suspension right on late certification; strengthens contractor's cash flow protection in Zimbabwe's difficult payment environment."
"The XYZ agrees, subject to the terms and conditions in the Contract Documents, to pay to the Contractor the total amount of One Hundred Eighty Eight Million Five Hundred Seventy Four and 44/100 Pesos (P188,000,574.44) at the rates and times and in the manner set forth in the Contract Documents.","low","payment","false","PH","bespoke",""
"'Base Date' means the date 21 days before the latest date for submission of the Tender.","neutral","administrative","false","ZW","FIDIC","Standard FIDIC Base Date definition; triggers change-in-law risk allocation."
"For the avoidance of doubt, the Defects Liability Period shall be extended by the period of any defect rectification; a single recurring defect may extend the DLP indefinitely.","high","warranty","true","UK","JCT","Rolling DLP extension creates perpetual warranty exposure; no limit on total DLP duration."
"It is hereby agreed that the Contractor retains ownership of its Equipment and Plant brought onto Site until the Contract is terminated or the items are removed.","opportunity","payment","true","UK","NEC4","Retention of title for contractor's equipment; protects assets on employer insolvency."
"Without limiting the generality of the foregoing, where the Contract Documents are inconsistent, the order of precedence shall be: the Agreement, then the Conditions, then the Employer's Requirements, then the Contractor's Proposals.","low","administrative","false","UK","JCT","Standard precedence clause; provides clarity in case of conflict."
"The Contractor shall commence the Works on the Date of Possession and shall proceed regularly and diligently.","neutral","administrative","false","UK","JCT","Commencement obligation; standard."
"The parties agree that the Contractor is to assess the compensation event using the Shorter Schedule of Cost Components where the work has not been done.","medium","variation","false","UK","NEC4","SSCC use for prospective CEs; requires forecast which introduces uncertainty."
"The Contractor shall give a Defect Notice to the Engineer within 7 days of discovering a defect caused by the Employer.","medium","warranty","false","ZW","FIDIC","Contractor's defect notification right; protects against employer-caused damage being passed back."
"'Practical Completion' means the stage at which the Works are sufficiently complete to be used for their intended purpose, as certified by the Employer's Representative.","neutral","administrative","false","ZW","bespoke","Standard practical completion definition for Zimbabwe contracts."
"In accordance with industry practice, the Contractor shall pay liquidated and ascertained damages at the rate stated in the Contract Particulars for every week or part week during which Practical Completion is delayed beyond the Completion Date, without limit as to time or amount.","high","delay","true","UK","JCT","Uncapped LADs with no causal link required; significant financial exposure for contractor."
"Subject to the terms of this Contract, the Employer shall give the Contractor possession of the Site on the Date of Possession stated in the Contract Particulars.","low","administrative","false","UK","JCT","Standard possession provision; balanced obligation on employer."
"The Contractor shall be responsible for obtaining all statutory approvals, permits and licences required for the Works at its own cost, and delays arising from the permitting process shall not entitle the Contractor to any extension of time.","high","regulatory","true","ZW","bespoke","Contractor bears permitting risk in a jurisdiction with unpredictable regulatory timelines."
"In accordance with industry practice, the Contractor shall attend progress meetings at such intervals as the Employer's Agent may reasonably require.","low","administrative","false","UK","JCT","Standard meeting obligation; reasonable frequency qualifier protects contractor."
"'Works Information' means information which specifies and describes the works or states any constraint on how the Contractor Provides the Works.","neutral","administrative","false","UK","NEC4","Standard NEC4 definition."
